,Title,Artist,Lyrics
33,Lucy in the Sky with Diamonds,The Beatles,"""Picture yourself in a boat on a river\nWith tangerine trees and marmalade skies\nSomebody calls you, you answer quite slowly\nA girl with kaleidoscope eyes\n\nCellophane flowers of yellow and green\nTowering over your head\nLook for the girl with the sun in her eyes\nAnd she's gone\n\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nAhh\n\nFollow her down to a bridge by a fountain\nWhere rocking horse people eat marshmallow pies\nEveryone smiles as you drift past the flowers\nThat grow so incredibly high\n\nNewspaper taxis appear on the shore\nWaiting to take you away\nClimb in the back with your head in the clouds\nAnd you're gone\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nAhh\n\nPicture yourself on a train in a station\nWith plasticine porters with looking glass ties\nSuddenly, someone is there at the turnstile\nThe girl with kaleidoscope eyes\n\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nAhh\n\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nAhh\n\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nLucy in the sky with diamonds\nAhh50EmbedShare URLCopyEmbedCopy"""
34,With a Little Help from My Friends,The Beatles,"""Billy Shears!\n\nWhat would you think if I sang out of tune?\nWould you stand up and walk out on me?\nLend me your ears and I'll sing you a song\nAnd I'll try not to sing out of key\n\nOh, I get by with a little help from my friends\nMm, I get high with a little help from my friends\nMm, gonna try with a little help from my friends\nWhat do I do when my love is away?\nDoes it worry you to be alone?\nHow do I feel by the end of the day?\nAre you sad because you're on your own?\n\nNo, I get by with a little help from my friends\nMm, get high with a little help from my friends\nMm, I'm gonna try with a little help from my friends\nDo you need anybody?\nI need somebody to love\nCould it be anybody?\nI want somebody to love\nWould you believe in a love at first sight?\nYes, I'm certain that it happens all the time\nWhat do you see when you turn out the light?\nI can't tell you, but I know it's mine\n\nOh, I get by with a little help from my friends\nMm, get high with a little help from my friends\nOh, I'm gonna try with a little help from my friends\nDo you need anybody?\nI just need someone to love\nCould it be anybody?\nI want somebody to love\n\nOh, I get by with a little help from my friends\nMm, gonna try with a little help from my friends\nOh, I get high with a little help from my friends\nYes, I get by with a little help from my friends\nWith a little help from my friends27EmbedShare URLCopyEmbedCopy"""
35,Strawberry Fields Forever,The Beatles,"""Let me take you down, 'cause I'm going to\nStrawberry Fields\nNothing is real\nAnd nothing to get hung about\nStrawberry Fields forever\n\nLiving is easy with eyes closed\nMisunderstanding all you see\nIt's getting hard to be someone, but it all works out\nIt doesn't matter much to me\nLet me take you down, 'cause I'm going to\nStrawberry Fields\nNothing is real\nAnd nothing to get hung about\nStrawberry Fields forever\nNo one I think is in my tree\nI mean, it must be high or low\nThat is, you can't, you know, tune in, but it's all right\nThat is, I think it's not too bad\nLet me take you down, 'cause I'm going to\nStrawberry Fields\nNothing is real\nAnd nothing to get hung about\nStrawberry Fields forever\n\nAlways, no, sometimes think it's me\nBut you know, I know when it's a dream\nI think I know, I mean—er—yes, but it's all wrong\nThat is, I think I disagree\n\nLet me take you down, 'cause I'm going to\nStrawberry Fields\nNothing is real\nAnd nothing to get hung about\nStrawberry Fields forever\nStrawberry Fields forever\nStrawberry Fields forever\n\nCranberry sauce47EmbedShare URLCopyEmbedCopy"""
36,Michelle,The Beatles,"""Michelle, ma belle\nThese are words that go together well\nMy Michelle\nMichelle, ma belle\nSont des mots qui vont très bien ensemble\nTrès bien ensemble\n\nI love you, I love you, I love you\nThat's all I want to say\nUntil I find a way\nI will say the only words I know that you'll understand\n\nMichelle, ma belle\nSont des mots qui vont très bien ensemble\nTrès bien ensemble\n\nI need to, I need to, I need to\nI need to make you see\nOh, what you mean to me\nUntil I do, I'm hoping you will know what I mean\nI love you\n\nI want you, I want you, I want you\nI think you know by now\nI'll get to you somehow\nUntil I do I'm telling you so you'll understand\n\nMichelle, ma belle\nSont des mots qui vont très bien ensemble\nTrès bien ensemble\n\nAnd I will say the only words I know that you'll understand\nMy Michelle17EmbedShare URLCopyEmbedCopy"""
37,Help!,The Beatles,"""(Help!) I need somebody\n(Help!) Not just anybody\n(Help!) You know I need someone\n(Help!)\n\nWhen I was younger so much younger than today\nI never needed anybody's help in any way\nBut now these days are gone, I'm not so self assured\nNow I find I've changed my mind and opened up the doors\n\nHelp me if you can, I'm feeling down\nAnd I do appreciate you being 'round\nHelp me get my feet back on the ground\nWon't you please, please help me?\n\nAnd now my life has changed in oh so many ways\nMy independence seems to vanish in the haze\nBut every now and then I feel so insecure\nI know that I just need you like I've never done before\n\nHelp me if you can, I'm feeling down\nAnd I do appreciate you being 'round\nHelp me get my feet back on the ground\nWon't you please, please help me?\nWhen I was younger, so much younger than today\nI never needed anybody's help in any way\nBut now these days are gone, I'm not so self assured\nNow I find I've changed my mind and opened up the doors\n\nHelp me if you can, I'm feeling down\nAnd I do appreciate you being 'round\nHelp me get my feet back on the ground\nWon't you please, please help me?\nHelp me? Help me? Ooh35EmbedShare URLCopyEmbedCopy"""
38,"Ob-La-Di, Ob-La-Da",The Beatles,"'Desmond has a barrow in the market place\nMolly is the singer in a band\nDesmond says to Molly, ""Girl, I like your face""\nAnd Molly says this as she takes him by the hand\n\nOb-la-di, ob-la-da, life goes on, brah\nLa-la, how their life goes on\nOb-la-di, ob-la-da, life goes on, brah\nLa-la, how their life goes on\n\nDesmond takes a trolley to the jeweler\'s store (Chu chu chu)\nBuys a twenty carat golden ring (Ring)\nTakes it back to Molly waiting at the door\nAnd as he gives it to her, she begins to sing (Sing)\n\nOb-la-di, ob-la-da, life goes on, brah\nLa-la, how their life goes on\nOb-la-di, ob-la-da, life goes on, brah\nLa-la, how their life goes on\nYeah\n\nIn a couple of years, they have built a home sweet home\nWith a couple of kids running in the yard\nOf Desmond and Molly Jones (Ha, ha, ha, ha, ha, ha)\nHappy ever after in the market place\nDesmond lets the children lend a hand (Arm, leg)\nMolly stays at home and does her pretty face\nAnd in the evening, she still sings it with the band\nYes!\n\nOb-la-di, ob-la-da, life goes on, brah\nLa-la, how their life goes on (Heh-heh)\nYeah, ob-la-di, ob-la-da, life goes on, brah\nLa-la, how their life goes on\n\nIn a couple of years, they have built a home sweet home\nWith a couple of kids running in the yard\nOf Desmond and Molly Jones (Ha, ha, ha, ha, ha)\nYeah!\n\nHappy ever after in the market place\nMolly lets the children lend a hand (Foot)\nDesmond stays at home and does his pretty face\nAnd in the evening, she\'s a singer with the band (Yeah)\n\nOb-la-di, ob-la-da, life goes on, brah\nLa-la, how their life goes on\nYeah, ob-la-di, ob-la-da, life goes on, brah\nLa-la, how their life goes on\nAnd if you want some fun\nTake Ob-la-di-bla-da\nAhh, thank you12EmbedShare URLCopyEmbedCopy'"
39,I Want to Hold Your Hand,The Beatles,"""Oh, yeah, I'll tell you something\nI think you'll understand\nWhen I'll say that something\nI wanna hold your hand\n\nI wanna hold your hand\nI wanna hold your hand\n\nOh, please, say to me\nYou'll let me be your man\nAnd please, say to me\nYou'll let me hold your hand\n\nNow let me hold your hand\nI wanna hold your hand\n\nAnd when I touch you\nI feel happy inside\nIt's such a feeling that, my love\nI can't hide\nI can't hide\nI can't hide\nYeah, you\nGot that something\nI think you'll understand\nWhen I'll\nSay that something\nI want to hold your hand\n\nI wanna hold your hand\nI wanna hold your hand\n\nAnd when I touch you\nI feel happy inside\nIt's such a feeling that, my love\nI can't hide\nI can't hide\nI can't hide\n\nYeah, you\nGot that something\nI think you'll understand\nWhen I'll\nFeel that something\nI wanna hold your hand\nI wanna hold your hand\nI wanna hold your hand\nI wanna hold your hand14EmbedShare URLCopyEmbedCopy"""
40,Wish You Were Here,Pink Floyd,"""And disciplinary remains mercifully\nYes and um, I’m with you Derek, this star nonsense\nYes, yes, now which is it?\nI am sure of it\n\nSo, so you think you can tell\nHeaven from Hell? Blue skies from pain?\nCan you tell a green field from a cold steel rail?\nA smile from a veil? Do you think you can tell?\nDid they get you to trade your heroes for ghosts?\nHot ashes for trees? Hot air for a cool breeze?\nCold comfort for change? Did you exchange\nA walk-on part in the war\nFor a lead role in a cage?\n\n\nHow I wish, how I wish you were here\nWe're just two lost souls swimming in a fishbowl year after year\nRunning over the same old ground, what have we found?\nThe same old fears, wish you were here\n196EmbedShare URLCopyEmbedCopy"""
41,Time,Pink Floyd,"""Ticking away the moments that make up a dull day\nFritter and waste the hours in an offhand way\nKicking around on a piece of ground in your hometown\nWaiting for someone or something to show you the way\nTired of lying in the sunshine, staying home to watch the rain\nYou are young and life is long and there is time to kill today\nAnd then one day you find ten years have got behind you\nNo one told you when to run, you missed the starting gun\n\nAnd you run, and you run to catch up with the sun, but it's sinking\nRacing around to come up behind you again\nThe sun is the same in a relative way, but you're older\nShorter of breath, and one day closer to death\nEvery year is getting shorter, never seem to find the time\nPlans that either come to naught or half a page of scribbled lines\nHanging on in quiet desperation is the English way\nThe time is gone, the song is over, thought I'd something more to say\n\nHome, home again\nI like to be here when I can\nAnd when I come home cold and tired\nIt's good to warm my bones beside the fire\nFar away across the field\nThe tolling of the iron bell\nCalls the faithful to their knees\nTo hear the softly spoken magic spells139EmbedShare URLCopyEmbedCopy"""
42,Comfortably Numb,Pink Floyd,"""Hello? (Hello, hello, hello)\nIs there anybody in there?\nJust nod if you can hear me\nIs there anyone home?\nCome on (Come on, come on), now\nI hear you're feeling down\nWell, I can ease your pain\nAnd get you on your feet again\nRelax (Relax, relax, relax)\nI'll need some information first\nJust the basic facts\nCan you show me where it hurts?\nThere is no pain, you are receding\nA distant ship, smoke on the horizon\nYou are only coming through in waves\nYour lips move, but I can't hear what you're saying\nWhen I was a child, I had a fever\nMy hands felt just like two balloons\nNow I've got that feeling once again\nI can't explain, you would not understand\nThis is not how I am\nI have become comfortably numb\n\nI have become comfortably numb\nOkay (Okay, okay, okay)\nJust a little pinprick\nThere'll be no more\nBut you may feel a little sick\nCan you stand up? (Stand up, stand up)\nI do believe it's working, good\nThat'll keep you going through the show\nCome on, it's time to go\nThere is no pain, you are receding\nA distant ship, smoke on the horizon\nYou are only coming through in waves\nYour lips move, but I can't hear what you're saying\nWhen I was a child, I caught a fleeting glimpse\nOut of the corner of my eye\nI turned to look, but it was gone\nI cannot put my finger on it now\nThe child is grown, the dream is gone\nI have become comfortably numb\n99EmbedShare URLCopyEmbedCopy"""
43,"Another Brick in the Wall, Pt. 2",Pink Floyd,"""We don't need no education\nWe don't need no thought control\nNo dark sarcasm in the classroom\nTeacher, leave them kids alone\nHey! Teacher! Leave them kids alone!\n\nAll in all, it's just another brick in the wall\nAll in all, you're just another brick in the wall\nWe don't need no education\nWe don't need no thought control\nNo dark sarcasm in the classroom\nTeachers, leave them kids alone\nHey! Teacher! Leave us kids alone!\n\nAll in all, you're just another brick in the wall\nAll in all, you're just another brick in the wall\n\nWrong, do it again! (*Children playing*)\nWrong, do it again!\nIf you don't eat your meat, you can't have any pudding!\n(Wrong, do it again!)\nHow can you have any pudding if you don't eat your meat?\n(Wrong, do it again!)\nYou! Yes! You behind the bike sheds! Stand still, laddie!\n(If you don't eat your meat, you can't have any pudding!\nHow can you have any pudding if you don't eat your meat?)\n(You! Yes! You behind the bike sheds! Stand still, laddie!)\n*Children playing*\n*Phone beeping sound*69EmbedShare URLCopyEmbedCopy"""
